,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
1285,F004607,27201,"Jam, stone fruit",249.04,0.20,0.00,0.90,0.00,64.30,64.40,14.00,0.00,0.00,0.00,0.00,0.00,"Jams and conserves, sugar sweetened ",An fruit based jam or conserve made with an equal weight of either whole fruits or pieces of fruits such as apricot and sugar cooked in water.
1286,F004604,27201,"Jam, plum",249.04,0.20,0.00,0.90,0.00,64.30,64.40,14.00,0.00,0.00,0.00,0.00,0.00,"Jams and conserves, sugar sweetened ",An fruit based jam or conserve made with an equal weight of either whole plums or large plum pieces and sugar cooked in water.
1287,F005421,27201,"Marmalade, orange",251.91,0.10,0.00,0.80,0.00,65.40,65.50,33.00,0.00,0.00,0.00,0.00,0.00,"Jams and conserves, sugar sweetened ",A sugary fruit preserve with a lumpier consistency than jam as both the skin and pulp of the orange is used in its making.
1288,F008777,27204,"Spread, hazelnut & chocolate flavoured",516.97,6.80,30.30,3.70,0.00,57.20,57.80,42.00,27.46,53.98,17.54,0.10,2.00,"Sweet spreads or sauces, chocolate/coffee flavoured","A thick, chocolate flavoured hazelnut spread."
1289,F004219,27102,"Glucose, liquid or syrup",303.06,0.00,0.00,0.00,0.00,33.00,87.50,150.00,0.00,0.00,0.00,0.00,0.00,Honey and sugar syrups ,"Liquid product containing glucose and other carbohydrates, produced from the hydrolysis of starch. Composition will vary depending on particular formulation."
1290,F004380,27102,Honey,315.01,0.20,0.00,0.00,0.00,82.10,82.10,14.00,0.00,0.00,0.00,0.00,0.00,Honey and sugar syrups ,Sugar syrup made by bees using nectar from flowers.
1291,F008969,27101,"Sugar, brown",370.94,0.20,0.00,0.00,0.00,96.80,96.80,21.00,0.00,0.00,0.00,0.00,0.00,Sugar ,A soft moist brown sugar with a fine crystal size.
1292,F008973,27101,"Sugar, raw",381.69,0.00,0.00,0.00,0.00,99.80,99.80,1.00,0.00,0.00,0.00,0.00,0.00,Sugar ,A light brown sugar characterised by a larger crystal size and consists of 98% sucrose and 2% water and ash.
1293,F008976,27101,"Sugar, white, granulated or lump",382.41,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,Sugar ,"Purified extract from the sugar cane plant that is composed almost entirely of sucrose and may be supplied in lumps, coarse or fine granules or as a powder."
1294,F008980,27101,"Sugar, white, icing",382.41,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,Sugar ,Produced by milling granulated sugar which is a form of sucrose refined from sugar cane to produce a fine white powder.
1295,F008981,27101,"Sugar, white, icing mixture",381.93,0.00,0.00,0.00,0.00,95.60,99.60,0.00,0.00,0.00,0.00,0.00,0.00,Sugar ,Produced by milling granulated sugar which is a form of sucrose refined from sugar cane to produce a fine white powder. Wheat starch is added to maintain a fine powder.
1296,F009049,27102,"Syrup, golden",287.52,0.20,0.00,0.00,0.00,74.90,74.90,130.00,0.00,0.00,0.00,0.00,0.00,Honey and sugar syrups ,Made from sugar syrup which has been partially broken down into glucose and fructose and is light to medium brown in colour.
1297,F009052,27102,"Syrup, maple, pure",258.60,0.00,0.10,0.00,0.00,60.40,67.00,12.00,20.00,31.43,48.57,0.00,0.00,Honey and sugar syrups ,Light to medium brown coloured sugar syrup traditionally made by boiling maple tree sap at atmospheric pressure or by freeze-drying it at reduced atmospheric pressure. Imported into Australia.
1298,F002257,28401,"Caramels, soft & hard",384.32,2.50,11.40,1.50,0.00,54.60,74.50,250.00,79.90,13.11,2.13,6.20,14.00,"Lollies and other confectionery, sugar sweetened",Soft and hard caramel confectionery including soft toffees.
1299,F004611,27301,"Jelly crystals, sugar sweetened, all flavours",378.11,7.10,0.00,0.00,0.00,90.70,90.70,520.00,0.00,0.00,0.00,0.00,0.00,Sugar-based desserts ,"Coloured and flavoured dry crystals of sugar. Main ingredients include sucrose, citric acid, sodium and artificial colours and flavours."
1300,F004615,27301,"Jelly, sugar sweetened, all flavours, prepared",54.97,1.00,0.00,0.00,0.00,13.20,13.20,78.00,0.00,0.00,0.00,0.00,0.00,Sugar-based desserts ,Semi-solid water based dessert product prepared from packaged dried jelly crystals.
1301,F005214,28401,"Liquorice, black",315.97,4.90,0.80,3.00,0.00,36.80,74.90,120.00,75.90,9.70,14.50,0.00,0.00,"Lollies and other confectionery, sugar sweetened","Aniseed flavoured confectionery prepared from wheat flour, molasses or treacle, sugar, salt, vegetable oil, colours and flavours. Sold in pieces or strips."
1302,F005213,28401,"Liquorice, allsorts",355.88,1.90,0.30,1.20,0.00,74.70,90.00,48.00,0.00,0.00,0.00,0.00,0.00,"Lollies and other confectionery, sugar sweetened",Confectionery product that consists of layers of liquorice and a soft sugar-based confectionery.
1303,F005215,28103,"Liquorice, chocolate-coated",375.96,5.70,9.70,2.80,0.00,42.10,69.20,104.00,0.00,0.00,0.00,0.00,6.00,Chocolate-based confectionery with other fillings or additions,Aniseed flavoured confectionery covered in a layer of milk chocolate.
1304,F005235,28401,"Lolly, hard varieties",374.28,0.00,0.00,0.00,0.00,93.20,98.40,250.00,0.00,0.00,0.00,0.00,0.00,"Lollies and other confectionery, sugar sweetened","Hard confectionery products such as Life Savers, Fruit Tingles and Steam Rollers."
1305,F005236,28401,"Lolly, jelly varieties",322.66,5.30,0.00,0.00,0.00,50.60,79.70,110.00,0.00,0.00,0.00,0.00,0.00,"Lollies and other confectionery, sugar sweetened","Soft, jelly confectionery products such as jelly babies, fruit rings, pastilles, fruit gums, jubes."
1306,F005241,28401,"Lolly, mint flavoured, sugar sweetened",379.54,0.10,2.00,0.00,0.00,74.30,93.30,48.00,11.00,44.45,42.65,2.20,0.00,"Lollies and other confectionery, sugar sweetened",Small round white balls approximately 1 cm in diameter with a hard outer layer and a soft chewy peppermint nougat filling.
1307,F005522,27301,"Meringue, all flavours, commercial",367.59,2.60,1.40,0.00,0.00,89.40,90.10,40.00,11.55,41.18,44.95,0.00,0.00,Sugar-based desserts ,A baked dessert with a crisp exterior and chewy interior made from beaten egg whites with added sugar and colours and flavours. Commonly served plain or topped with cream and fruit.
1308,F000144,24402,"Artichoke, globe, raw",19.12,2.80,0.20,8.10,0.00,0.90,1.30,6.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"The unopened flower bud of a thistle with gold-green to purple coloured leaves surrounding a hairy inedible choke, on top of an edible heart. Round to conical in shape. Edible portion comprises lower part of leaves and heart. Uncooked."
1309,F000142,24402,"Artichoke, globe, boiled, drained",22.47,3.30,0.20,9.50,0.00,1.10,1.50,7.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"The unopened flower bud of a thistle with gold-green to purple coloured leaves surrounding a hairy inedible choke, on top of an edible heart. Round to conical in shape. Lower leaves and heart boiled in unsalted water without added fat, then drained."
1310,F000146,24302,"Artichoke, jerusalem, peeled, raw",52.82,2.10,0.10,3.00,0.00,2.70,10.50,5.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Yellow-beige tuber or root with short knobbly, club shaped branches. Uncooked and peeled."
1311,F000145,24302,"Artichoke, jerusalem, peeled, boiled, drained",56.64,2.30,0.10,3.20,0.00,2.90,11.30,5.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Yellow-beige tuber or root with short knobbly, club shaped branches. Peeled and boiled in unsalted water without added fat, then drained."
1312,F000141,24402,"Artichoke heart, canned in brine, drained",16.01,1.90,0.30,4.70,0.00,1.10,1.20,280.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"Central edible portion of the unopened flower bud, with tightly wrapped leaves gold-green to purple in colour. Canned in brine, then drained."
1313,F000155,24402,"Asparagus, green, raw",16.97,2.50,0.10,2.20,0.00,1.40,1.40,2.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,Long crisp green stem with a fragile feathery tip. Uncooked.
1314,F000151,24402,"Asparagus, green, boiled, drained",19.84,2.90,0.10,2.50,0.00,1.60,1.60,2.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"Long crisp green stem with a fragile feathery tip, boiled in unsalted water without added fat, then drained."
1315,F000149,24402,"Asparagus, canned in brine, drained",16.73,1.90,0.10,3.90,0.00,1.50,1.50,240.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"Long crisp green stem with a fragile feathery tip cut into pieces, canned in brine, then drained."
1316,F000162,24705,"Avocado, raw",124.04,1.60,13.20,7.50,0.00,0.00,0.20,7.00,15.30,73.60,10.80,0.00,0.00,Other fruiting vegetables ,"Almost pear shaped, with a green to black shiny skin and a delicate yellow flesh with a green outer hue. Uncooked."
1317,F000253,24402,"Bamboo shoot, canned in water, heated, drained",8.13,0.80,0.00,2.80,0.00,0.80,1.30,10.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,"Tender young shoots of an edible bamboo plant, cream in colour with a fibrous texture. Sliced and canned in water. Heated in own juice, then drained."
1318,F000396,24403,"Basil, green, raw",20.32,2.00,0.60,4.20,0.00,0.00,1.70,13.00,7.92,16.99,75.10,0.00,0.00,"Herbs, fresh","Large, green, oval-shaped, pointed leaves, with a distinct sweet smell and taste. Uncooked."
1319,F000419,24502,"Bean, broad, fresh, raw",42.30,6.90,0.50,7.10,0.00,0.70,2.20,4.00,0.00,0.00,0.00,0.00,0.00,Beans,"Fresh seed, generally green in colour, removed from its pod. Uncooked."
1320,F000418,24502,"Bean, broad, fresh, boiled, drained",45.41,7.40,0.50,7.60,0.00,0.80,2.40,3.00,0.00,0.00,0.00,0.00,0.00,Beans,"Fresh seed, generally green in colour, removed from its pod and boiled in unsalted water without added fat, then drained. Outer seed skin not removed."
1321,F000422,24502,"Bean, butter, fresh, raw",20.32,2.30,0.20,2.30,0.00,1.80,2.30,3.00,0.00,0.00,0.00,0.00,0.00,Beans,"Fresh seed and its pod, both of which are generally creamy yellow in colour. Uncooked."
1322,F000421,24502,"Bean, butter, fresh, boiled, drained",21.99,2.50,0.20,2.50,0.00,1.90,2.50,2.00,0.00,0.00,0.00,0.00,0.00,Beans,"Fresh seed and its pod, both of which are generally creamy yellow in colour, boiled in unsalted water without added fat, then drained."
1323,F000431,24502,"Bean, green, fresh, raw",20.08,1.80,0.00,2.80,0.00,2.60,3.30,0.00,0.00,0.00,0.00,0.00,0.00,Beans,"Long, thin, green, crisp pod with small round smooth seeds inside. Uncooked."
1324,F000430,24502,"Bean, green, fresh, boiled, drained",21.51,1.90,0.00,3.00,0.00,2.80,3.50,0.00,0.00,0.00,0.00,0.00,0.00,Beans,"Long, thin, green, crisp pod with small round smooth seeds inside. Trimmed, sliced, and boiled in unsalted water without added fat, then drained."
1325,F000434,24502,"Bean, green, frozen, boiled, drained",18.64,1.40,0.20,3.80,0.00,1.30,2.80,2.00,0.00,0.00,0.00,0.00,0.00,Beans,"Long, thin, green, crisp pod with small round smooth seeds inside sliced and commercially packaged frozen. Boiled at home in unsalted water without added fat, then drained."
1326,F001015,24302,"Beetroot, fresh, purple, peeled, raw",41.35,1.90,0.10,3.50,0.00,8.40,8.40,54.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Edible portion comprises flesh only. Uncooked.
1327,F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",50.43,2.30,0.10,4.30,0.00,10.20,10.20,66.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Chopped and baked without added fat.
1328,F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained",44.46,2.00,0.10,3.80,0.00,9.00,9.00,55.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Flesh boiled in unsalted water without added fat, then drained."
1329,F001010,24302,"Beetroot, canned in brine, drained",40.39,1.20,0.10,3.80,0.00,8.90,8.90,278.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Whole beetroots that have been boiled, then sliced and canned in an acidified salted brine, then drained."
1330,F001301,24201,"Bok choy, raw",14.34,2.50,0.20,2.40,0.00,0.60,0.60,57.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Uncooked."
1331,F001300,24201,"Bok choy, fried, no added fat",20.32,3.60,0.30,3.50,0.00,0.90,0.90,81.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Fried without added fat."
1332,F001302,24201,"Bok choy, steamed",14.82,2.60,0.20,2.60,0.00,0.60,0.60,56.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Boiled in unsalted water without added fat, then drained."
1333,F001905,24202,"Broccoli, fresh, raw",24.14,4.70,0.30,3.70,0.00,0.40,0.40,22.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Deep green flower clusters which form the head, and pale green stems. Uncooked."
1334,F001904,24202,"Broccoli, fresh, microwaved",21.27,3.30,0.40,2.90,0.00,1.30,1.30,13.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower",Deep green flower clusters which form the head with pale green stems. Purchased fresh then  microwaved without added salt or fat.
1335,F001900,24202,"Broccoli, fresh, boiled, drained",19.12,2.90,0.30,2.50,0.00,1.10,1.20,13.00,29.10,4.20,59.70,0.00,0.00,"Broccoli, broccolini and cauliflower","Deep green flower clusters which form the head with pale green stems. Boiled in unsalted water without added fat, then drained"
1336,F001899,24202,"Broccoli, fresh, baked, no added fat",29.64,5.70,0.40,4.50,0.00,0.50,0.50,26.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Deep green flower clusters which form the head, and pale green stems. Fresh. Chopped and baked without added fat."
1337,F001909,24202,"Broccolini, fresh, raw",24.38,3.20,0.40,2.50,0.00,1.30,2.00,16.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Deep green flower clusters which form the head, and pale green stems. Uncooked."
1338,F001908,24202,"Broccolini, fresh, boiled, drained",25.33,3.30,0.40,2.60,0.00,1.40,2.10,16.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Deep green flower clusters which form the head with pale green stems. Boiled in unsalted water without added fat, then drained"
1339,F001914,24201,"Brussels sprout, fresh, raw",27.25,3.80,0.30,4.50,0.00,2.10,2.10,30.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,Layers of small green leaves with white stems wrapped around a white base. Uncooked.
1340,F001913,24201,"Brussels sprout, fresh, boiled, drained",28.20,4.00,0.30,4.70,0.00,2.20,2.20,30.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Layers of small green leaves with white stems wrapped around a white base. Boiled in unsalted water without added fat, then drained."
1341,F001996,24201,"Cabbage, Chinese, raw",8.37,1.10,0.00,1.10,0.00,0.90,0.90,6.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Large and cylindrical in shape, with layers of tightly packed leaves. Each leaf has a long, fleshy, thick white stem and mid-green colour leaves. Uncooked."
1342,F001993,24201,"Cabbage, Chinese, boiled, drained",8.60,1.10,0.00,1.10,0.00,0.90,0.90,6.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Large and cylindrical in shape, with layers of tightly packed leaves. Each leaf has a long, fleshy, thick white stem and mid-green colour leaves. Chopped and cooking by boiling in unsalted water then draining, by microwaving, or by steaming."
1343,F001990,24201,"Cabbage, Chinese flowering, raw",11.47,1.30,0.30,2.80,0.00,0.80,0.90,13.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,Leafy vegetable with long pale to mid green stem with rounded pale and mid green leaves and flowers. Uncooked.
1344,F001988,24201,"Cabbage, Chinese flowering, boiled, drained",11.95,1.40,0.30,2.90,0.00,0.80,0.90,13.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Leafy vegetable with long pale to mid green stem with rounded pale and mid green leaves and flowers. Chopped and cooking by boiling in unsalted water then draining, by microwaving, or by steaming."
1345,F001998,24201,"Cabbage, mustard, raw",15.06,2.30,0.30,1.80,0.00,0.70,0.70,3.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Plant with thick, pale green, grooved, curving stems with a small fringe of deeper green leaf along the edges and across the top of stems. Uncooked."
1346,F001997,24201,"Cabbage, mustard, boiled, drained",15.54,2.40,0.30,1.90,0.00,0.70,0.70,3.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Plant with thick, pale green, grooved, curving stems with a small fringe of deeper green leaf along the edges and across the top of stems. Chopped and cooking by boiling in unsalted water then draining, by microwaving, or by steaming."
1347,F002006,24201,"Cabbage, red, raw",22.71,2.20,0.30,3.40,0.00,2.70,2.70,16.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Large, smooth and round in shape, with layers of tightly packed purple-red coloured leaves. Uncooked."
1348,F002003,24201,"Cabbage, red, boiled, drained",23.66,2.30,0.30,3.50,0.00,2.80,2.80,16.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Large, smooth and round in shape, with layers of tightly packed purple-red coloured leaves. Leaves chopped and boiled in unsalted water without added fat, then drained."
1349,F002010,24201,"Cabbage, savoy, raw",16.97,1.70,0.10,2.30,0.00,2.30,2.30,23.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Round in shape, with tightly packed green wrinkled layers of leaves. Uncooked."
1350,F002009,24201,"Cabbage, savoy, boiled, drained",17.69,1.80,0.10,2.40,0.00,2.40,2.40,23.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Round in shape, with tightly packed green wrinkled layers of leaves. Chopped and boiled in unsalted water without added fat, then drained."
1351,F002015,24201,"Cabbage, white, raw",17.21,1.30,0.10,2.40,0.00,2.80,2.80,14.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Round in shape, with tightly packed layers of leaves. Uncooked."
1352,F002014,24201,"Cabbage, white, boiled, drained",17.93,1.40,0.10,2.40,0.00,2.90,2.90,13.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"Round in shape, with tightly packed layers of leaves. Shredded, then boiled in unsalted water without added fat, then drained."
1353,F002220,23201,"Capers, pickled, canned, drained",23.90,2.40,0.90,3.20,0.00,0.40,1.70,2348.00,38.83,10.50,50.33,0.00,0.00,"Fruit-based pickles, chutneys and relishes",Small round green berries of the caper bush. Pickled commercially and drained.
1354,F002239,24705,"Capsicum, green, fresh, raw",16.01,1.50,0.10,2.00,0.00,2.30,2.30,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A shiny green vegetable with crisp, moist flesh. Hollow with a seeded core. Uncooked."
1355,F002238,24705,"Capsicum, green, fresh, fried, no added fat",17.93,1.70,0.10,2.30,0.00,2.60,2.60,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A shiny green vegetable with crisp, moist flesh. Hollow with a seeded core. Chopped and fried without added fat."
1356,F002247,24705,"Capsicum, red, fresh, raw",24.86,1.70,0.20,1.80,0.00,4.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A shiny red vegetable with crisp, moist flesh. Hollow with a seeded core. Uncooked."
1357,F002246,24705,"Capsicum, red, fresh, fried, no added fat",27.72,1.90,0.20,2.00,0.00,4.40,4.40,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A shiny red vegetable with crisp, moist flesh. Hollow with a seeded core. Chopped and fried without added fat."
1358,F002266,24301,"Carrot, baby, peeled, fresh, raw",25.81,0.70,0.10,3.30,0.00,5.50,5.50,51.00,0.00,0.00,0.00,0.00,0.00,Carrots,Crisp root vegetable with orange flesh and green leaves/stem. Uncooked.
1359,F002265,24301,"Carrot, baby, peeled, fresh, boiled, drained",27.72,0.80,0.10,3.50,0.00,5.90,5.90,52.00,0.00,0.00,0.00,0.00,0.00,Carrots,"Crisp root vegetable with orange flesh and green leaves/stem. Peeled and boiled in unsalted water without added fat, then drained."
1360,F002263,24301,"Carrot, baby, baked, no added fat",27.96,0.80,0.10,3.60,0.00,6.00,6.00,55.00,0.00,0.00,0.00,0.00,0.00,Carrots,Crisp root vegetable with orange flesh and green leaves/stem. Baked with no added fat.
1361,F002276,24301,"Carrot, mature, peeled, fresh, raw",28.44,0.60,0.00,3.40,0.00,6.20,6.60,49.00,0.00,0.00,0.00,0.00,0.00,Carrots,Root vegetable with orange flesh and green leaves/stem. Edible portion includes flesh only. Uncooked.
1362,F002274,24301,"Carrot, mature, peeled, fresh, baked, no added fat",34.89,0.70,0.00,4.10,0.00,7.60,8.00,60.00,0.00,0.00,0.00,0.00,0.00,Carrots,Crisp root vegetable with orange flesh and green leaves/stem. Peeled and baked without added fat.
1363,F002275,24301,"Carrot, mature, peeled, fresh, boiled, drained",26.53,1.00,0.30,3.30,0.00,4.60,5.10,67.00,0.00,0.00,0.00,0.00,0.00,Carrots,"Root vegetable with orange flesh and green leaves/stem. Peeled and boiled in unsalted water without added fat, then drained."
1364,F002286,24302,"Cassava, peeled, fresh, raw",131.45,1.10,0.20,4.60,0.00,1.20,30.40,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous flesh. Uncooked."
1365,F002285,24302,"Cassava, peeled, fresh, boiled, drained",141.49,1.20,0.30,5.00,0.00,1.30,32.70,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous flesh. Peeled and boiled in unsalted water without added fat, then drained."
1366,F002288,24302,"Cassava, white flesh, peeled, fresh, raw",145.08,0.60,0.30,4.60,0.00,1.20,34.10,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous white flesh. Uncooked."
1367,F002287,24302,"Cassava, white flesh, peeled, fresh, boiled, drained",155.83,0.60,0.30,4.90,0.00,1.30,36.70,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous white flesh. Peeled and boiled in unsalted water without added fat, then drained."
1368,F002290,24302,"Cassava, yellow flesh, peeled, fresh, raw",117.83,1.60,0.20,4.70,0.00,1.20,26.70,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous yellow flesh. Uncooked."
1369,F002289,24302,"Cassava, yellow flesh, peeled, fresh, boiled, drained",126.91,1.70,0.20,5.10,0.00,1.30,28.70,2.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"Long, coarse brown tuber, with a fibrous yellow flesh. Peeled and boiled in unsalted water without added fat, then drained."
1370,F002378,24202,"Cauliflower, fresh, raw",22.23,1.90,0.20,1.20,0.00,2.80,3.30,40.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Tight white flower clusters which form the head, with a white stem. Uncooked."
1371,F002377,24202,"Cauliflower, fresh, boiled, drained",23.18,2.00,0.20,1.20,0.00,2.90,3.40,40.00,0.00,0.00,0.00,0.00,0.00,"Broccoli, broccolini and cauliflower","Tight white flower clusters which form the head, with a white stem. Boiled in unsalted water, without added fat, then drained."
1372,F002384,24302,"Celeriac, peeled, raw",28.44,1.60,0.20,5.10,0.00,2.80,2.80,21.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A thick tuberous root with brown skin and white flesh, with a celery like flavour. Uncooked."
1373,F002383,24302,"Celeriac, peeled, boiled, drained",30.59,1.70,0.20,5.50,0.00,3.00,3.00,21.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A thick tuberous root with brown skin and white flesh, with a celery like flavour. Peeled, chopped, and boiled in unsalted water without added fat, then drained."
1374,F002390,24402,"Celery, fresh, raw",12.19,0.60,0.10,1.40,0.00,1.20,1.20,98.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,A green upright vegetable with long stems and green leafy ends.
1375,F002389,24402,"Celery, fresh, fried, no added fat",14.82,0.70,0.10,1.80,0.00,1.50,1.50,119.00,0.00,0.00,0.00,0.00,0.00,Stalk vegetables ,A green upright vegetable with long stems and green leafy ends. Chopped and fried without added fat.
1376,F002884,24302,"Chicory, raw",12.43,1.80,0.20,1.80,0.00,0.70,0.80,36.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A leafy vegetable with long white leaves, typically used in salads, stews and casseroles. Uncooked."
1377,F002883,24302,"Chicory, boiled, drained",14.82,2.10,0.20,2.10,0.00,0.80,0.90,40.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A leafy vegetable with long white leaves, typically used in salads, stews and casseroles. Boiled in unsalted water without added fat, then drained."
1378,F002896,24705,"Chilli (chili), green, raw",18.64,2.80,0.30,12.90,0.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A long thin shiny green vegetable with crisp, moist flesh. Hollow with a seeded core. Uncooked."
1379,F002894,24705,"Chilli (chili), green, fried, no added fat",20.55,3.10,0.30,14.30,0.00,1.10,1.10,4.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A long thin shiny green vegetable with crisp, moist flesh. Hollow with a seeded core. Sliced and fried without added fat."
1380,F002901,24705,"Chilli (chili), red, raw",27.49,1.40,0.40,10.60,0.00,4.20,4.20,3.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A long thin shiny red vegetable with crisp, moist flesh. Hollow with a seeded core. Uncooked."
1381,F002900,24705,"Chilli (chili), red, fried, no added fat",30.59,1.60,0.40,11.80,0.00,4.70,4.70,3.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A long thin shiny red vegetable with crisp, moist flesh. Hollow with a seeded core. Sliced and fried without added fat."
1382,F002907,24403,"Chives, raw",19.84,1.50,0.30,4.70,0.00,2.60,2.60,7.00,0.00,0.00,0.00,0.00,0.00,"Herbs, fresh","Long, thin, flattish, dark green stem which comes to a point at the top. Uncooked."
1383,F002949,24705,"Choko, peeled, fresh, raw",17.93,0.50,0.20,1.40,0.00,3.10,3.60,8.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"Pear-shaped green vegetable which grows on a vine and has a single soft seed, and pear-textured pale green flesh. Peeled and uncooked."
1384,F002948,24705,"Choko, peeled, fresh, boiled, drained",21.51,0.60,0.20,1.70,0.00,3.70,4.30,9.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"Pear-shaped green vegetable which grows on a vine and has a single soft seed, and pear-textured pale green flesh. Peeled and boiled in unsalted water without added fat, then drained."
1385,F003192,24403,"Coriander, fresh, leaves & stems",33.22,3.10,0.70,3.50,0.00,2.50,3.70,28.00,4.26,83.59,12.16,0.00,0.00,"Herbs, fresh",Fresh leaves and stems of the coriander plant. Uncooked.
1386,F003209,24704,"Corn, fresh on cob, raw",80.07,3.60,1.80,3.80,0.00,5.40,12.50,19.00,29.10,4.20,59.70,0.00,0.00,Sweetcorn,"The round, yellow kernels of maize formed on an ear which is surrounded by a green husk. Uncooked kernels from a cob."
1387,F003200,24704,"Corn, fresh on cob, boiled, drained",83.41,3.80,1.90,4.00,0.00,5.60,13.00,19.00,0.00,0.00,0.00,0.00,0.00,Sweetcorn,"The round, yellow kernels of maize formed on an ear which is surrounded by a green husk. Boiled on the cob in unsalted water, without added fat, then drained."
